video_id,date,views,likes,comments,watch_time_minutes,video_length_minutes,subscribers,category,device,country,ad_revenue_usd
vid_1438,50:41.0,10060,888,501,37961.76084,20.90657738,976157,Lifestyle,Tablet,UK,255.2618621
vid_3186,50:41.0,9983,,71,19314.67342,3.306623096,96775,Gaming,Desktop,IN,177.0716534
vid_1532,50:41.0,10001,1949,109,17117.13227,11.03155449,62492,Entertainment,TV,CA,168.1800425
vid_2221,50:41.0,9964,1095,457,21235.34412,11.95841146,842101,Music,Tablet,AU,178.7059144
vid_2706,50:41.0,9952,540,84,45493.04952,29.58744106,537775,Gaming,Desktop,AU,277.0573443
vid_4403,50:41.0,9829,806,481,26591.84611,23.50988868,972229,Lifestyle,Desktop,AU,198.7012827
vid_4665,50:41.0,10034,750,218,23547.55122,14.51639876,823050,Gaming,Mobile,US,179.9342111
vid_1052,50:41.0,10039,,114,30676.86651,19.70398546,346747,Gaming,Desktop,IN,211.0107588
vid_3992,50:41.0,10036,495,84,44794.86663,5.005139591,794478,Music,Mobile,US,273.4299784
vid_2972,50:41.0,9967,246,77,55237.97493,20.20210735,491615,Tech,Tablet,US,317.9049058
vid_1422,50:41.0,9862,1459,365,21861.23069,23.64875319,910233,Gaming,Mobile,IN,185.8001787
vid_102,50:41.0,10076,1602,115,52490.72266,19.63213245,761185,Education,Mobile,US,329.4799889
vid_2944,50:41.0,10045,1317,295,59543.80737,20.14825818,307786,Entertainment,Tablet,CA,360.7658142
vid_2000,50:41.0,9860,1594,155,16744.21155,19.09419753,855066,Lifestyle,Tablet,IN,160.3763372
vid_4735,50:41.0,9940,449,214,39601.01648,26.56466919,312571,Tech,Tablet,IN,249.8869264
vid_3494,50:41.0,10132,1553,142,45360.88149,27.72558803,603586,Lifestyle,TV,UK,295.7797585
vid_3316,50:41.0,9991,392,290,16715.14399,29.00603045,120338,Music,Mobile,IN,142.5829537
vid_1039,50:41.0,10091,693,304,46544.90996,18.95414846,231667,Lifestyle,Tablet,DE,289.151505
vid_1825,50:41.0,9830,295,423,,20.72447659,111737,Education,TV,CA,253.8356357
vid_992,50:41.0,9873,1862,131,32535.0737,12.92794754,663322,Tech,TV,IN,239.0843693
vid_4942,50:41.0,10124,1351,483,23932.26354,15.21682601,559200,Education,Desktop,UK,197.1011335
vid_2735,50:41.0,9990,878,179,40920.63793,22.40637403,684328,Lifestyle,TV,US,263.1406652
vid_583,50:41.0,9630,897,395,37420.39007,6.795504618,677380,Music,TV,AU,248.8019081
vid_2754,50:41.0,9939,328,286,52392.41899,12.28032787,679797,Music,Desktop,AU,309.3450593
vid_220,50:41.0,9889,1145,78,55706.5455,20.8548664,568211,Entertainment,Mobile,UK,335.1762049
vid_3966,50:41.0,9962,1746,164,30466.60041,28.83294343,330321,Education,Tablet,UK,228.3696529
vid_4273,50:41.0,10122,520,482,22595.8018,21.8460149,69982,Music,TV,DE,176.490039
vid_1715,50:41.0,10044,,395,45376.18652,6.675220854,351193,Music,Tablet,UK,285.8200448
vid_278,50:41.0,10086,668,259,18625.68792,27.84353416,654234,Music,Desktop,CA,156.2961699
vid_2947,50:41.0,10056,1829,414,36085.48161,13.73513639,787815,Lifestyle,Tablet,IN,261.073234
vid_4546,50:41.0,10018,543,132,17966.23131,17.08149205,334798,Gaming,Desktop,IN,148.5016187
vid_2327,50:41.0,9949,995,438,25034.17093,23.00265743,685950,Entertainment,TV,AU,194.4921681
vid_3842,50:41.0,9963,1056,464,55425.25352,5.685230375,743076,Music,Desktop,CA,339.3402565
vid_1774,50:41.0,10019,1659,486,23387.61188,26.80622124,591562,Lifestyle,Tablet,IN,199.3315291
vid_3089,50:41.0,10191,1212,208,16585.73914,28.07640617,111656,Education,Desktop,AU,155.6992146
vid_3653,50:41.0,9960,1566,414,42278.32554,9.43289537,988566,Lifestyle,Mobile,IN,285.2491463
vid_2566,50:41.0,10001,1899,112,31726.90699,21.93169228,361050,Education,Mobile,UK,236.2505411
vid_4724,50:41.0,10085,1510,344,44947.50487,14.99060079,812805,Lifestyle,Mobile,CA,296.3187802
vid_4000,50:41.0,10108,1693,277,27467.33541,23.04531455,368762,Lifestyle,Mobile,DE,216.0214695
vid_2627,50:41.0,10037,294,62,44147.91475,12.14171272,592810,Education,Mobile,UK,266.5523315
vid_2701,50:41.0,9896,251,446,29197.04647,6.754285505,966363,Entertainment,Tablet,UK,201.1921513
vid_3201,50:41.0,10001,1991,312,17637.96713,26.08239975,884577,Education,Mobile,US,174.8464383
vid_2901,50:41.0,9919,1245,115,41165.98401,7.90915483,247880,Education,Tablet,CA,269.1351879
vid_3226,50:41.0,10121,1165,54,15606.34235,14.53742003,534842,Entertainment,TV,UK,147.2624281
vid_4852,50:41.0,10059,1076,122,48591.84555,6.664538835,302146,Gaming,Mobile,IN,302.0897811
vid_2903,50:41.0,10177,1534,267,43425.02607,6.677377392,595601,Gaming,Desktop,AU,288.7094261
vid_3740,50:41.0,9959,996,237,42923.3347,26.80817258,786159,Tech,Desktop,DE,275.4459025
vid_3432,50:41.0,9998,779,436,48999.76647,12.28152911,182756,Gaming,TV,UK,303.9872898
vid_2281,50:41.0,9948,745,295,18356.81994,18.8976418,759324,Music,Desktop,UK,156.2517188
vid_1808,50:41.0,10012,285,370,24953.34581,13.77657152,348311,Tech,TV,DE,181.0676099
vid_4694,50:41.0,9989,1515,222,45132.45127,16.00039551,48858,Music,Mobile,CA,294.6795987
vid_655,50:41.0,10022,411,299,42144.32083,13.35774225,345257,Lifestyle,TV,DE,263.1124833
vid_4306,50:41.0,9969,1223,423,34085.18979,10.55445512,150593,Lifestyle,Tablet,UK,240.9286334
vid_495,50:41.0,10078,1095,96,27015.28437,11.62253916,558705,Lifestyle,Tablet,IN,200.3449996
vid_3401,50:41.0,9844,1222,245,36545.42376,4.424934284,161915,Tech,Mobile,UK,248.799659
vid_2825,50:41.0,9960,1238,285,16219.0313,21.33558942,757819,Entertainment,Tablet,DE,154.5370539
vid_4521,50:41.0,9924,1006,384,22665.17546,17.0820338,251009,Entertainment,TV,CA,182.4541385
vid_1783,50:41.0,10093,1036,493,21396.90684,19.00763799,330443,Tech,Mobile,AU,179.7444392
vid_951,50:41.0,9963,429,58,43744.96188,16.53679234,499870,Gaming,Desktop,IN,266.5185699
vid_1038,50:41.0,9702,1720,398,22835.08815,23.64531359,141163,Education,TV,AU,194.6108832
vid_4892,50:41.0,9886,434,307,40059.11374,28.34983597,578310,Tech,TV,UK,253.1058945
vid_1624,50:41.0,9925,1773,,,29.39506932,863473,Tech,TV,CA,292.4089317
vid_2933,50:41.0,9804,1522,194,29261.25946,5.096310596,922415,Entertainment,TV,UK,218.5294415
vid_3762,50:41.0,9955,604,127,47004.55845,14.11426821,311477,Gaming,Tablet,AU,286.038085
vid_4607,50:41.0,9978,364,364,58614.01888,25.90003605,537633,Tech,TV,US,340.8395774
vid_201,50:41.0,10111,,265,19853.85756,3.948007149,17838,Music,Mobile,IN,154.5683075
vid_451,50:41.0,10050,1981,370,49751.90067,6.352374814,597675,Entertainment,TV,DE,327.329026
vid_2761,50:41.0,9784,1584,,44986.96549,3.380749287,133163,Music,TV,DE,291.6193314
vid_762,50:41.0,9977,529,69,36105.28848,20.7476442,787278,Education,Tablet,UK,232.4817986
vid_1040,50:41.0,10062,1776,58,16284.69238,7.634681749,677433,Gaming,Tablet,US,160.723342
vid_3304,50:41.0,10064,1033,,48609.08129,14.98800676,812229,Education,Desktop,US,304.122075
vid_2358,50:41.0,9992,559,242,58958.72932,16.71985409,854498,Education,Tablet,US,343.7923493
vid_196,50:41.0,10166,1844,167,60594.12197,8.164967592,299541,Music,Mobile,IN,373.2057709
vid_2163,50:41.0,10018,1900,426,25595.93932,3.086922675,389992,Music,Tablet,DE,212.8484679
vid_4002,50:41.0,9985,832,483,40304.37138,8.158243072,596599,Education,TV,US,264.6435396
vid_616,50:41.0,10031,826,384,31799.39602,16.48943784,317021,Education,Tablet,CA,222.9815359
vid_1729,50:41.0,9954,1485,387,15909.8114,29.47632777,164908,Education,Mobile,UK,159.0463492
vid_3077,50:41.0,9980,1809,474,58077.20148,28.77457152,447013,Lifestyle,Tablet,UK,365.0454862
vid_2202,50:41.0,10017,936,457,43208.47682,24.42037195,581379,Gaming,TV,UK,279.8423943
vid_2783,50:41.0,9861,1572,252,52413.1615,25.31353463,49951,Music,Mobile,IN,329.8331362
vid_1831,50:41.0,9939,736,173,38498.4388,7.587659993,901270,Tech,TV,DE,248.9116629
vid_1557,50:41.0,10064,1636,374,37594.73642,29.07787898,392132,Entertainment,Mobile,IN,264.2256998
vid_995,50:41.0,9962,984,,28778.86342,4.15358903,373626,Gaming,Mobile,IN,208.4503594
vid_1496,50:41.0,10096,587,164,28095.25431,26.82673598,307158,Entertainment,TV,IN,197.9679084
vid_2782,50:41.0,9838,891,455,46720.87288,10.99825444,2762,Gaming,TV,UK,294.661245
vid_3374,50:41.0,9981,1277,115,21720.40811,23.09617605,881080,Music,TV,UK,178.3313662
vid_4258,50:41.0,10013,,173,47708.8073,28.37198485,121773,Music,Mobile,DE,295.6416927
vid_2523,50:41.0,10027,975,320,30309.2489,11.72686624,395123,Tech,Mobile,UK,217.3962674
vid_921,50:41.0,10043,763,161,22232.45896,10.66544793,261201,Entertainment,Mobile,US,173.0248117
vid_2781,50:41.0,9956,1057,295,,24.48610214,434122,Entertainment,Mobile,IN,346.7132543
vid_1396,50:41.0,9742,1836,142,42848.13933,12.3350276,488596,Music,Tablet,IN,286.7653134
vid_4340,50:41.0,9894,559,252,37063.96148,10.28117383,905229,Music,TV,DE,240.2299401
vid_4608,50:41.0,9995,1511,160,53576.03637,20.26195558,468536,Gaming,Mobile,IN,333.384079
vid_1309,50:41.0,9844,508,210,37409.66292,5.720692716,539274,Music,Desktop,AU,240.0008185
vid_4101,50:41.0,9981,1072,204,42193.9214,19.46985983,932561,Education,Mobile,IN,272.8607422
vid_4600,50:41.0,10142,1032,263,30435.24648,4.377129143,366514,Gaming,Desktop,IN,218.5894828
vid_253,50:41.0,9912,1442,419,39707.5413,22.50324136,766994,Gaming,Tablet,UK,270.8336985
vid_335,50:41.0,9955,1218,,44612.1235,12.73552924,815872,Tech,Tablet,US,291.5680956
vid_2212,50:41.0,10185,1620,276,37353.92792,7.006361746,272002,Tech,Tablet,UK,261.7614989
vid_2232,50:41.0,10160,297,72,18369.41118,2.911030549,72436,Entertainment,TV,AU,145.8829706
vid_750,50:41.0,10013,1975,261,51206.96913,25.48744206,978833,Entertainment,Tablet,DE,332.0196681
vid_2684,50:41.0,10178,608,,46982.07709,13.91666519,850696,Entertainment,Tablet,UK,292.7486524
vid_957,50:41.0,9920,1637,189,37025.52704,26.58393424,826383,Lifestyle,Desktop,IN,257.6293724
vid_4124,50:41.0,10021,1736,,41289.65687,6.088613969,747268,Gaming,TV,AU,285.219892
vid_3867,50:41.0,10037,407,206,28714.26991,17.72850854,304339,Music,Desktop,IN,198.2070118
vid_2725,50:41.0,10141,,112,38259.91839,12.97154382,971725,Entertainment,Mobile,UK,264.927011
vid_1558,50:41.0,9975,719,361,58654.04877,18.42187803,274213,Gaming,Desktop,UK,347.0626166
vid_4923,50:41.0,10013,1616,181,16432.03638,2.16189555,445019,Education,Desktop,DE,160.5267593
vid_1638,50:41.0,10002,1220,300,18460.62024,17.4815913,208482,Tech,TV,AU,165.2723793
vid_3467,50:41.0,10033,1064,183,28647.21198,14.95904836,949298,Gaming,Tablet,AU,208.7668046
vid_2522,50:41.0,9779,794,121,41645.90013,10.14686073,508058,Education,Desktop,UK,263.0199428
vid_3350,50:41.0,10111,1241,111,15473.1183,29.19949413,877863,Tech,Tablet,CA,148.8681525
vid_1414,50:41.0,9946,,84,24476.1632,13.16516142,131810,Music,Mobile,UK,176.8756057
vid_2281,50:41.0,10038,618,131,54390.93041,6.771591783,981504,Lifestyle,Mobile,US,321.6032341
vid_1029,50:41.0,10106,1168,239,29046.5326,22.00425223,685038,Tech,TV,US,213.7797509
vid_1090,50:41.0,9977,474,164,41223.33591,20.33362416,538636,Education,TV,DE,257.29851
vid_819,50:41.0,10072,1872,234,29385.10695,2.704001299,183628,Entertainment,Desktop,UK,227.2127777
vid_4179,50:41.0,9941,1188,365,21195.14924,27.28378954,289467,Education,TV,IN,178.4137625
vid_2525,50:41.0,10016,312,139,34590.1339,12.95861217,378864,Lifestyle,Tablet,IN,223.0152129
vid_141,50:41.0,9979,290,103,25987.91471,14.88777638,443464,Lifestyle,TV,US,181.2700926
vid_2163,50:41.0,10094,,240,38656.94444,3.094209885,944532,Lifestyle,TV,IN,262.2570779
vid_3515,50:41.0,10073,1268,234,29873.71856,4.581417867,781721,Lifestyle,Tablet,IN,219.1404042
vid_3688,50:41.0,10136,,239,48473.1217,24.58473778,299787,Lifestyle,TV,UK,307.4140189
vid_3336,50:41.0,10035,247,289,59785.98468,23.85215703,920530,Music,Mobile,AU,343.3618728
vid_3785,50:41.0,9827,1407,,43129.12693,28.91595416,584523,Tech,Tablet,DE,286.0923188
vid_1985,50:41.0,9958,1262,141,35663.30644,19.89212727,23798,Entertainment,TV,AU,244.1348797
vid_338,50:41.0,9988,804,458,43483.58676,16.67506698,471888,Gaming,Desktop,IN,278.7367654
vid_1318,50:41.0,9862,1688,460,59118.46402,22.73774454,912389,Music,Mobile,CA,367.0194367
vid_1915,50:41.0,10158,1453,301,18436.8331,8.958038413,680163,Entertainment,TV,US,169.9948958
vid_3127,50:41.0,9990,248,262,59113.33251,10.35227905,31228,Education,Mobile,AU,339.5092912
vid_4090,50:41.0,10004,1281,,38075.91302,20.96062799,402495,Gaming,Mobile,DE,259.5644698
vid_4761,50:41.0,10018,354,196,36448.66338,6.486951046,571940,Education,Desktop,IN,233.4892851
vid_3073,50:41.0,9956,1727,226,42178.51405,14.14406547,647940,Education,Mobile,US,284.2936814
vid_4048,50:41.0,9860,219,304,18820.40128,13.18432083,252274,Education,Tablet,DE,149.0929138
vid_1851,50:41.0,9878,1104,49,45291.7066,27.46424165,962617,Gaming,Desktop,UK,284.8146463
vid_3231,50:41.0,9949,1247,123,31405.37585,11.50056877,280944,Entertainment,Mobile,US,223.4466379
vid_2264,50:41.0,9999,1766,58,57280.3009,2.533646246,355514,Education,Desktop,US,353.4984728
vid_4621,50:41.0,10162,705,232,23805.41472,19.20972262,783853,Lifestyle,TV,DE,181.2840401
vid_4372,50:41.0,9944,873,479,26790.71398,10.85732719,672871,Entertainment,Desktop,AU,201.3552255
vid_206,50:41.0,9918,1457,331,35394.52964,20.01684496,698191,Education,Mobile,UK,249.2764368
vid_3476,50:41.0,10116,1591,468,33335.54254,22.53396584,813781,Education,Mobile,US,245.2586989
vid_1860,50:41.0,9987,1236,138,38669.7127,19.44077102,832986,Lifestyle,Tablet,UK,257.9613575
vid_2680,50:41.0,10000,1788,,52276.09203,13.96698242,487005,Gaming,Desktop,US,337.4907843
vid_3408,50:41.0,9948,1417,231,44606.70444,5.518679302,598958,Tech,Tablet,CA,290.4576461
vid_2659,50:41.0,9855,548,272,19017.70614,24.20401551,309117,Gaming,TV,DE,155.1017063
vid_2078,50:41.0,9945,1831,352,54998.70995,8.224270732,573727,Entertainment,Tablet,UK,348.6307291
vid_2950,50:41.0,9927,,379,54313.50238,2.775676729,61487,Music,Mobile,DE,340.4768605
vid_1267,50:41.0,9971,572,385,58613.8277,28.82989437,830855,Entertainment,Mobile,CA,344.738107
vid_888,50:41.0,10112,599,324,28118.96507,14.81506896,217627,Tech,Desktop,US,201.1192845
vid_3466,50:41.0,9939,1906,421,41036.85654,4.142319778,637172,Music,Tablet,DE,285.2507894
vid_1895,50:41.0,9942,251,,48387.6803,2.708647933,612168,Gaming,Tablet,CA,291.5630102
vid_3306,50:41.0,9848,338,106,21243.84227,16.1839261,390161,Entertainment,Tablet,IN,159.0979873
vid_347,50:41.0,10002,755,257,44737.65063,24.46071203,344141,Lifestyle,Desktop,CA,280.4252017
vid_2581,50:41.0,10019,424,74,43031.1331,21.85046812,485918,Music,Mobile,US,263.6340415
vid_199,50:41.0,10072,917,239,23062.04534,12.90285357,109532,Entertainment,Desktop,AU,181.0744934
vid_4701,50:41.0,10090,884,161,53897.86771,14.21007613,30477,Education,Tablet,US,324.6370691
vid_1768,50:41.0,9994,1840,81,52406.72079,3.174257056,921659,Lifestyle,TV,DE,332.1629267
vid_3698,50:41.0,9912,1798,453,16469.72372,24.27990542,280365,Lifestyle,TV,UK,167.9812458
vid_3267,50:41.0,10083,592,174,57285.84468,5.569791776,702367,Tech,TV,DE,335.7780634
vid_3557,50:41.0,9834,896,284,35758.64542,5.094474854,692208,Gaming,Mobile,UK,240.1054904
vid_3670,50:41.0,9921,1464,,48254.23103,7.348012642,63290,Music,Desktop,US,307.7196079
vid_3719,50:41.0,9973,826,91,26508.90671,8.233756399,917353,Music,Mobile,US,192.7012382
vid_4615,50:41.0,10019,803,83,36366.53426,7.812986679,243275,Gaming,TV,UK,238.8822452
vid_639,50:41.0,10046,1026,68,20696.21681,17.30034245,940959,Music,Mobile,CA,168.7196243
vid_2290,50:41.0,10147,1834,95,28727.43739,4.038849991,651781,Entertainment,TV,IN,221.4607892
vid_1977,50:41.0,9868,1841,154,28808.90349,25.98453906,812114,Lifestyle,Mobile,US,221.5255296
vid_2872,50:41.0,10213,1325,245,19061.82178,13.43566294,453694,Music,TV,US,170.065526
vid_1575,50:41.0,9919,1224,291,32389.51297,11.53386861,213228,Education,Tablet,CA,230.4222417
vid_3311,50:41.0,9855,1487,49,53813.55228,8.893834881,866794,Gaming,Mobile,UK,331.4541087
vid_3137,50:41.0,9958,741,110,39564.9907,29.72929102,755585,Gaming,Desktop,IN,253.0420909
vid_717,50:41.0,10029,1589,191,37584.23305,6.727810688,296415,Tech,TV,US,260.0407265
vid_2792,50:41.0,10062,1309,214,31986.6277,3.002687001,549267,Tech,TV,DE,229.4054097
vid_2942,50:41.0,10012,1292,352,26534.03119,9.321573852,230300,Education,Mobile,CA,205.5180989
vid_3718,50:41.0,9935,411,159,54092.42987,26.20299564,667896,Lifestyle,Desktop,IN,316.5827361
vid_2503,50:41.0,9969,1337,126,42696.0317,17.35571392,757874,Lifestyle,Tablet,IN,278.3794693
vid_2618,50:41.0,10085,488,481,16567.11948,27.72238939,594812,Entertainment,TV,US,147.3076339
vid_3446,50:41.0,9911,479,328,28209.96104,9.153672166,816257,Education,Desktop,DE,198.5072664
vid_3190,50:41.0,9905,730,343,16195.04805,9.20305635,897219,Tech,Desktop,DE,146.4031038
vid_734,50:41.0,10039,426,190,47024.24428,19.75030305,590094,Entertainment,TV,CA,284.5920221
vid_1414,50:41.0,10156,,416,26802.5075,29.18760202,260263,Music,TV,CA,212.3981573
vid_4089,50:41.0,10077,659,88,50764.24624,17.13626002,151069,Gaming,Tablet,IN,304.6739328
vid_3882,50:41.0,10071,1506,173,23885.67129,22.54870147,349850,Gaming,Tablet,AU,193.9412822
vid_2580,50:41.0,10085,358,91,52897.47212,3.016882134,832103,Music,Desktop,UK,309.6509545
vid_85,50:41.0,9913,1280,321,35882.97235,29.87614267,271671,Music,TV,UK,248.3391305
vid_48,50:41.0,9896,422,80,58353.7259,28.94340081,517661,Music,Mobile,AU,335.300823
vid_1264,50:41.0,9759,1057,200,31599.5931,19.44408663,78477,Entertainment,Desktop,UK,221.4301365
vid_1024,50:41.0,9964,393,150,39993.52741,20.33561325,849958,Music,Mobile,UK,249.8000004
vid_969,50:41.0,10000,408,120,45720.17383,12.43212704,907572,Education,TV,AU,276.7282431
vid_2665,50:41.0,9884,602,349,19458.39736,5.936924033,279960,Education,TV,IN,159.5820053
vid_2783,50:41.0,10055,1439,384,42091.95516,13.18662173,844299,Lifestyle,Desktop,AU,282.1670695
vid_260,50:41.0,10017,457,402,48451.11009,20.33026495,628865,Music,TV,CA,295.3809298
vid_656,50:41.0,9797,1344,463,,20.5713675,858225,Lifestyle,TV,AU,224.2164789
vid_1045,50:41.0,10014,1541,349,28932.51467,18.16344542,891182,Gaming,TV,DE,221.0643443
vid_312,50:41.0,9976,857,318,25169.20575,13.15106579,237634,Music,TV,DE,190.8351383
vid_483,50:41.0,10167,479,196,36846.68407,29.62497767,136270,Lifestyle,Mobile,CA,238.2905354
vid_2715,50:41.0,9896,1853,132,23897.36094,14.06727711,438944,Education,Mobile,UK,198.3439045
vid_3624,50:41.0,10042,289,357,50654.40712,13.16120533,554672,Music,Mobile,US,302.2378061
vid_3240,50:41.0,10000,841,,46716.75486,17.45424803,948954,Entertainment,Mobile,IN,292.7359377
vid_4815,50:41.0,9945,772,286,15154.04406,21.32527719,586514,Music,Desktop,UK,141.4458588
vid_3350,50:41.0,9949,798,108,28327.76007,4.914279204,802454,Entertainment,Mobile,DE,200.962177
vid_4630,50:41.0,9969,1035,456,40790.89314,21.73137596,993688,Music,Desktop,US,269.8788715
vid_183,50:41.0,9886,1840,174,16917.80768,5.915114977,455035,Music,Mobile,CA,165.8848809
vid_725,50:41.0,10012,980,466,,7.642153092,736240,Lifestyle,Desktop,DE,154.027536
vid_4950,50:41.0,9965,547,255,31710.48795,7.055624876,239781,Tech,TV,CA,215.2060499
vid_150,50:41.0,9921,450,,33746.38163,5.556133644,54806,Tech,TV,AU,224.2657137
vid_1366,50:41.0,9973,1485,494,44791.84921,19.71788632,181472,Entertainment,Mobile,AU,297.1497911
vid_628,50:41.0,10030,554,485,45298.91157,11.97037842,207736,Music,Tablet,US,283.6812359
vid_280,50:41.0,10057,1173,440,,23.56075071,16710,Education,Mobile,US,171.4486077
vid_980,50:41.0,9906,1713,486,,14.21148935,297177,Gaming,Mobile,CA,239.1569693
vid_3014,50:41.0,9847,631,87,33219.96154,4.311972991,646888,Tech,Tablet,DE,220.263953
vid_2729,50:41.0,9788,420,455,19422.55115,5.072686321,996347,Music,Desktop,UK,157.6065706
vid_4842,50:41.0,9952,857,171,43883.87845,5.447258341,61491,Education,Tablet,AU,276.4145403
vid_61,50:41.0,10087,1729,430,24475.90827,21.63903788,251907,Tech,Desktop,UK,205.0572709
vid_2944,50:41.0,9830,931,82,22524.07146,2.973370033,325476,Tech,Mobile,AU,174.8194899
vid_675,50:41.0,10134,1438,139,51645.93795,9.809032802,930962,Music,Tablet,IN,323.3931947
vid_1195,50:41.0,10208,309,469,,12.69298053,476184,Entertainment,Mobile,US,229.150363
vid_3241,50:41.0,9953,1011,154,,9.701235278,680396,Lifestyle,Mobile,US,265.8018712
vid_3735,50:41.0,9765,1657,228,19853.80905,12.39094578,785290,Gaming,Tablet,CA,176.8791381
vid_1947,50:41.0,10078,1992,218,39056.82224,12.0926084,997528,Entertainment,Desktop,DE,274.6291715
vid_4779,50:41.0,9966,1285,423,24410.40488,26.7981704,687773,Music,Mobile,IN,196.3664994
vid_1119,50:41.0,9867,1722,171,40802.02565,25.02267928,468490,Music,Desktop,AU,276.3092116
vid_89,50:41.0,10101,826,233,27958.34839,13.13873267,475576,Entertainment,Desktop,CA,202.6422171
vid_2910,50:41.0,10038,1835,177,59527.02981,23.62249239,901757,Music,Mobile,CA,367.5251839
vid_2538,50:41.0,9938,261,156,27795.96018,13.13772956,621335,Gaming,TV,CA,189.9930578
vid_3806,50:41.0,10107,1408,408,54036.83138,24.04408337,926555,Entertainment,Desktop,DE,338.6322436
vid_129,50:41.0,10114,671,135,25941.41972,27.20744057,812053,Tech,TV,CA,188.8526699
vid_2360,50:41.0,9861,241,474,35443.79549,21.81933814,393686,Tech,TV,CA,230.769681
vid_3752,50:41.0,10160,267,374,55165.42303,3.992385413,858761,Education,TV,AU,324.0340411
vid_2429,50:41.0,10008,804,172,16081.14862,14.52827038,241844,Tech,Tablet,DE,144.7356182
vid_770,50:41.0,9847,,395,57774.25092,8.698750186,67200,Music,Tablet,IN,354.8633645
vid_861,50:41.0,9941,266,288,32021.67731,23.14123219,522553,Education,TV,CA,212.2856505
vid_2584,50:41.0,10146,1168,,34155.77464,12.80550146,917585,Lifestyle,Mobile,CA,236.5461962
vid_3556,50:41.0,10051,254,140,44005.11793,17.53322713,879106,Tech,Tablet,DE,266.6051757
vid_1860,50:41.0,9930,597,113,43537.86446,14.98342057,798282,Music,Mobile,AU,269.2030383
vid_3506,50:41.0,10132,284,229,38353.49987,7.181183947,744306,Tech,Mobile,IN,242.4277574
vid_1592,50:41.0,9989,783,87,,21.97551553,549783,Lifestyle,Tablet,CA,139.8628886
vid_1443,50:41.0,9869,582,,49641.22678,9.644434279,806690,Music,Desktop,IN,298.0378455
vid_1989,50:41.0,9900,1954,309,30583.14578,12.04444747,133159,Gaming,TV,AU,234.6632012
vid_169,50:41.0,10199,282,444,50695.8422,10.08860713,451171,Tech,TV,CA,304.6261731
vid_412,50:41.0,9777,216,169,33772.75722,15.89068794,526395,Education,TV,US,216.7820122
vid_3558,50:41.0,10072,1429,368,49166.44612,10.08780865,601369,Education,TV,UK,315.1617151
vid_2241,50:41.0,9990,567,333,,11.99243693,141048,Music,TV,DE,205.1778618
vid_1946,50:41.0,9993,1386,72,37965.44482,8.236549937,454955,Lifestyle,Mobile,UK,256.1160614
vid_702,50:41.0,10158,1549,507,27831.5816,26.90722364,71968,Tech,Desktop,AU,219.4773532
vid_4120,50:41.0,9988,445,323,50960.33728,14.8582288,422369,Entertainment,Tablet,IN,305.4956205
vid_2379,50:41.0,10106,1846,369,41773.80549,8.695337653,915835,Gaming,Desktop,DE,287.6703137
vid_2720,50:41.0,9900,1026,316,54351.82446,14.8175526,132696,Entertainment,Mobile,AU,330.8919334
vid_2082,50:41.0,9995,,135,59347.48088,29.52494451,98502,Gaming,Mobile,CA,350.4875969
vid_755,50:41.0,10050,1366,357,49088.59955,8.366217219,64554,Education,Tablet,AU,313.4082119
vid_2064,50:41.0,9831,303,330,,29.38493715,482977,Education,Desktop,IN,165.8863413
vid_3476,50:41.0,9926,1863,459,56077.49477,18.97387295,64924,Education,Desktop,UK,356.0067431
vid_770,50:41.0,10170,388,324,60277.23154,23.46882106,145522,Music,Mobile,US,349.4062507
vid_4386,50:41.0,9982,1409,452,58029.75661,13.14896287,202590,Music,Desktop,AU,357.5791638
vid_1733,50:41.0,9927,1014,91,57127.18431,14.78823262,160651,Entertainment,TV,IN,340.0437446
vid_2566,50:41.0,9765,1541,256,37157.72504,9.687146104,737492,Entertainment,TV,AU,256.9465804
vid_3479,50:41.0,10050,829,62,32592.63133,24.83123452,270016,Lifestyle,Mobile,US,221.3375041
vid_1784,50:41.0,10032,904,457,42509.1931,13.5605669,621768,Music,Desktop,DE,276.0737569
vid_1159,50:41.0,9991,209,409,23474.86558,7.305506489,737375,Music,Mobile,IN,173.3519118
vid_3366,50:41.0,10030,598,270,27335.00791,23.25330247,236340,Education,Desktop,US,196.050734
vid_4237,50:41.0,10022,376,297,39476.39807,16.77913456,29547,Music,Mobile,CA,249.8985342
vid_3405,50:41.0,9978,1376,106,30039.20173,24.50606274,925373,Lifestyle,TV,IN,219.0818461
vid_411,50:41.0,10063,1603,75,58596.30596,28.93218012,962651,Tech,Mobile,DE,357.5269373
vid_538,50:41.0,10126,1562,488,28272.18384,16.16503934,391325,Tech,Mobile,UK,221.2847315
vid_3616,50:41.0,10040,1039,418,28477.54234,17.38642597,879614,Education,TV,US,211.6127077
vid_373,50:41.0,10054,277,334,29886.29242,25.94064241,334859,Education,Tablet,CA,203.7867557
vid_1293,50:41.0,10195,1643,271,60221.76477,12.88401229,424053,Gaming,Mobile,US,369.9342079
vid_4194,50:41.0,10033,807,110,40929.45486,22.68341705,541892,Education,TV,DE,261.0000506
vid_1222,50:41.0,9946,1101,239,49381.16951,3.334559319,909906,Education,Tablet,US,307.6629067
vid_3885,50:41.0,10054,1962,276,29266.64211,12.12927416,148306,Lifestyle,Desktop,CA,228.8292144
